Sweep Results,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052
Parameter,Valid QC,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance
Time of Sweep ,,3.1580,3.1580,3.1580,3.1580,3.1580,3.1580,3.1580,3.1580,3.1580,3.1580,3.1580,3.1580,8.0390,8.0390,8.0390,8.0390,8.0390,8.0390,8.0390,8.0390,8.0390,8.0390,8.0390,8.0390,13.0650,13.0650,13.0650,13.0650,13.0650,13.0650,13.0650,13.0650,13.0650,13.0650,13.0650,13.0650,18.0790,18.0790,18.0790,18.0790,18.0790,18.0790,18.0790,18.0790,18.0790,18.0790,18.0790,18.0790,23.0930,23.0930,23.0930,23.0930,23.0930,23.0930,23.0930,23.0930,23.0930,23.0930,23.0930,23.0930,28.0500,28.0500,28.0500,28.0500,28.0500,28.0500,28.0500,28.0500,28.0500,28.0500,28.0500,28.0500,33.0420,33.0420,33.0420,33.0420,33.0420,33.0420,33.0420,33.0420,33.0420,33.0420,33.0420,33.0420,38.0630,38.0630,38.0630,38.0630,38.0630,38.0630,38.0630,38.0630,38.0630,38.0630,38.0630,38.0630,43.0780,43.0780,43.0780,43.0780,43.0780,43.0780,43.0780,43.0780,43.0780,43.0780,43.0780,43.0780,48.0760,48.0760,48.0760,48.0760,48.0760,48.0760,48.0760,48.0760,48.0760,48.0760,48.0760,48.0760,53.0690,53.0690,53.0690,53.0690,53.0690,53.0690,53.0690,53.0690,53.0690,53.0690,53.0690,53.0690,58.0820,58.0820,58.0820,58.0820,58.0820,58.0820,58.0820,58.0820,58.0820,58.0820,58.0820,58.0820,63.0750,63.0750,63.0750,63.0750,63.0750,63.0750,63.0750,63.0750,63.0750,63.0750,63.0750,63.0750,68.0380,68.0380,68.0380,68.0380,68.0380,68.0380,68.0380,68.0380,68.0380,68.0380,68.0380,68.0380,73.0960,73.0960,73.0960,73.0960,73.0960,73.0960,73.0960,73.0960,73.0960,73.0960,73.0960,73.0960,78.1010,78.1010,78.1010,78.1010,78.1010,78.1010,78.1010,78.1010,78.1010,78.1010,78.1010,78.1010,83.2520,83.2520,83.2520,83.2520,83.2520,83.2520,83.2520,83.2520,83.2520,83.2520,83.2520,83.2520,88.0750,88.0750,88.0750,88.0750,88.0750,88.0750,88.0750,88.0750,88.0750,88.0750,88.0750,88.0750,93.2980,93.2980,93.2980,93.2980,93.2980,93.2980,93.2980,93.2980,93.2980,93.2980,93.2980,93.2980,98.0940,98.0940,98.0940,98.0940,98.0940,98.0940,98.0940,98.0940,98.0940,98.0940,98.0940,98.0940,103.1610,103.1610,103.1610,103.1610,103.1610,103.1610,103.1610,103.1610,103.1610,103.1610,103.1610,103.1610,108.1020,108.1020,108.1020,108.1020,108.1020,108.1020,108.1020,108.1020,108.1020,108.1020,108.1020,108.1020,113.0760,113.0760,113.0760,113.0760,113.0760,113.0760,113.0760,113.0760,113.0760,113.0760,113.0760,113.0760,118.1260,118.1260,118.1260,118.1260,118.1260,118.1260,118.1260,118.1260,118.1260,118.1260,118.1260,118.1260,123.0400,123.0400,123.0400,123.0400,123.0400,123.0400,123.0400,123.0400,123.0400,123.0400,123.0400,123.0400,128.0660,128.0660,128.0660,128.0660,128.0660,128.0660,128.0660,128.0660,128.0660,128.0660,128.0660,128.0660,133.1430,133.1430,133.1430,133.1430,133.1430,133.1430,133.1430,133.1430,133.1430,133.1430,133.1430,133.1430,138.0800,138.0800,138.0800,138.0800,138.0800,138.0800,138.0800,138.0800,138.0800,138.0800,138.0800,138.0800,143.1040,143.1040,143.1040,143.1040,143.1040,143.1040,143.1040,143.1040,143.1040,143.1040,143.1040,143.1040,148.1190,148.1190,148.1190,148.1190,148.1190,148.1190,148.1190,148.1190,148.1190,148.1190,148.1190,148.1190,153.0740,153.0740,153.0740,153.0740,153.0740,153.0740,153.0740,153.0740,153.0740,153.0740,153.0740,153.0740,158.0880,158.0880,158.0880,158.0880,158.0880,158.0880,158.0880,158.0880,158.0880,158.0880,158.0880,158.0880,163.0800,163.0800,163.0800,163.0800,163.0800,163.0800,163.0800,163.0800,163.0800,163.0800,163.0800,163.0800,168.0930,168.0930,168.0930,168.0930,168.0930,168.0930,168.0930,168.0930,168.0930,168.0930,168.0930,168.0930,173.0930,173.0930,173.0930,173.0930,173.0930,173.0930,173.0930,173.0930,173.0930,173.0930,173.0930,173.0930,178.0720,178.0720,178.0720,178.0720,178.0720,178.0720,178.0720,178.0720,178.0720,178.0720,178.0720,178.0720,183.1130,183.1130,183.1130,183.1130,183.1130,183.1130,183.1130,183.1130,183.1130,183.1130,183.1130,183.1130,188.1250,188.1250,188.1250,188.1250,188.1250,188.1250,188.1250,188.1250,188.1250,188.1250,188.1250,188.1250,193.1020,193.1020,193.1020,193.1020,193.1020,193.1020,193.1020,193.1020,193.1020,193.1020,193.1020,193.1020,198.0860,198.0860,198.0860,198.0860,198.0860,198.0860,198.0860,198.0860,198.0860,198.0860,198.0860,198.0860,203.0770,203.0770,203.0770,203.0770,203.0770,203.0770,203.0770,203.0770,203.0770,203.0770,203.0770,203.0770,208.0880,208.0880,208.0880,208.0880,208.0880,208.0880,208.0880,208.0880,208.0880,208.0880,208.0880,208.0880,213.1420,213.1420,213.1420,213.1420,213.1420,213.1420,213.1420,213.1420,213.1420,213.1420,213.1420,213.1420,218.1280,218.1280,218.1280,218.1280,218.1280,218.1280,218.1280,218.1280,218.1280,218.1280,218.1280,218.1280,223.1070,223.1070,223.1070,223.1070,223.1070,223.1070,223.1070,223.1070,223.1070,223.1070,223.1070,223.1070,228.0990,228.0990,228.0990,228.0990,228.0990,228.0990,228.0990,228.0990,228.0990,228.0990,228.0990,228.0990,233.1120,233.1120,233.1120,233.1120,233.1120,233.1120,233.1120,233.1120,233.1120,233.1120,233.1120,233.1120,238.0710,238.0710,238.0710,238.0710,238.0710,238.0710,238.0710,238.0710,238.0710,238.0710,238.0710,238.0710,243.1020,243.1020,243.1020,243.1020,243.1020,243.1020,243.1020,243.1020,243.1020,243.1020,243.1020,243.1020,248.1360,248.1360,248.1360,248.1360,248.1360,248.1360,248.1360,248.1360,248.1360,248.1360,248.1360,248.1360,253.1150,253.1150,253.1150,253.1150,253.1150,253.1150,253.1150,253.1150,253.1150,253.1150,253.1150,253.1150,258.1320,258.1320,258.1320,258.1320,258.1320,258.1320,258.1320,258.1320,258.1320,258.1320,258.1320,258.1320
