Sweep Results,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 018,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 019,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 020,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 021,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 022,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 023,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 024,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 025,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 026,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 027,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 028,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 029,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 030,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 031,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 032,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 033,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 034,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 035,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 036,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 037,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 038,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 039,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 040,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 041,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 042,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 043,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 044,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 045,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 046,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 047,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 048,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 049,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 050,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 051,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052,Sweep 052
Parameter,Valid QC,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance,Peak30,Late50_30,Late200_30,Peak,Late50,Late200,RampMin,RampInt,40current,Compound Name,Seal Resistance,Capacitance
Time of Sweep ,,3.1680,3.1680,3.1680,3.1680,3.1680,3.1680,3.1680,3.1680,3.1680,3.1680,3.1680,3.1680,8.0840,8.0840,8.0840,8.0840,8.0840,8.0840,8.0840,8.0840,8.0840,8.0840,8.0840,8.0840,13.0790,13.0790,13.0790,13.0790,13.0790,13.0790,13.0790,13.0790,13.0790,13.0790,13.0790,13.0790,18.1110,18.1110,18.1110,18.1110,18.1110,18.1110,18.1110,18.1110,18.1110,18.1110,18.1110,18.1110,23.0790,23.0790,23.0790,23.0790,23.0790,23.0790,23.0790,23.0790,23.0790,23.0790,23.0790,23.0790,28.1300,28.1300,28.1300,28.1300,28.1300,28.1300,28.1300,28.1300,28.1300,28.1300,28.1300,28.1300,33.0830,33.0830,33.0830,33.0830,33.0830,33.0830,33.0830,33.0830,33.0830,33.0830,33.0830,33.0830,38.0880,38.0880,38.0880,38.0880,38.0880,38.0880,38.0880,38.0880,38.0880,38.0880,38.0880,38.0880,43.1130,43.1130,43.1130,43.1130,43.1130,43.1130,43.1130,43.1130,43.1130,43.1130,43.1130,43.1130,48.0840,48.0840,48.0840,48.0840,48.0840,48.0840,48.0840,48.0840,48.0840,48.0840,48.0840,48.0840,53.0770,53.0770,53.0770,53.0770,53.0770,53.0770,53.0770,53.0770,53.0770,53.0770,53.0770,53.0770,58.0620,58.0620,58.0620,58.0620,58.0620,58.0620,58.0620,58.0620,58.0620,58.0620,58.0620,58.0620,63.1130,63.1130,63.1130,63.1130,63.1130,63.1130,63.1130,63.1130,63.1130,63.1130,63.1130,63.1130,68.0840,68.0840,68.0840,68.0840,68.0840,68.0840,68.0840,68.0840,68.0840,68.0840,68.0840,68.0840,73.0660,73.0660,73.0660,73.0660,73.0660,73.0660,73.0660,73.0660,73.0660,73.0660,73.0660,73.0660,78.0730,78.0730,78.0730,78.0730,78.0730,78.0730,78.0730,78.0730,78.0730,78.0730,78.0730,78.0730,83.2780,83.2780,83.2780,83.2780,83.2780,83.2780,83.2780,83.2780,83.2780,83.2780,83.2780,83.2780,88.0590,88.0590,88.0590,88.0590,88.0590,88.0590,88.0590,88.0590,88.0590,88.0590,88.0590,88.0590,93.2690,93.2690,93.2690,93.2690,93.2690,93.2690,93.2690,93.2690,93.2690,93.2690,93.2690,93.2690,98.0780,98.0780,98.0780,98.0780,98.0780,98.0780,98.0780,98.0780,98.0780,98.0780,98.0780,98.0780,103.0470,103.0470,103.0470,103.0470,103.0470,103.0470,103.0470,103.0470,103.0470,103.0470,103.0470,103.0470,108.0910,108.0910,108.0910,108.0910,108.0910,108.0910,108.0910,108.0910,108.0910,108.0910,108.0910,108.0910,113.0470,113.0470,113.0470,113.0470,113.0470,113.0470,113.0470,113.0470,113.0470,113.0470,113.0470,113.0470,118.0520,118.0520,118.0520,118.0520,118.0520,118.0520,118.0520,118.0520,118.0520,118.0520,118.0520,118.0520,123.0500,123.0500,123.0500,123.0500,123.0500,123.0500,123.0500,123.0500,123.0500,123.0500,123.0500,123.0500,128.0700,128.0700,128.0700,128.0700,128.0700,128.0700,128.0700,128.0700,128.0700,128.0700,128.0700,128.0700,133.0370,133.0370,133.0370,133.0370,133.0370,133.0370,133.0370,133.0370,133.0370,133.0370,133.0370,133.0370,138.0590,138.0590,138.0590,138.0590,138.0590,138.0590,138.0590,138.0590,138.0590,138.0590,138.0590,138.0590,143.1510,143.1510,143.1510,143.1510,143.1510,143.1510,143.1510,143.1510,143.1510,143.1510,143.1510,143.1510,148.0340,148.0340,148.0340,148.0340,148.0340,148.0340,148.0340,148.0340,148.0340,148.0340,148.0340,148.0340,153.0630,153.0630,153.0630,153.0630,153.0630,153.0630,153.0630,153.0630,153.0630,153.0630,153.0630,153.0630,158.0480,158.0480,158.0480,158.0480,158.0480,158.0480,158.0480,158.0480,158.0480,158.0480,158.0480,158.0480,163.1180,163.1180,163.1180,163.1180,163.1180,163.1180,163.1180,163.1180,163.1180,163.1180,163.1180,163.1180,168.0700,168.0700,168.0700,168.0700,168.0700,168.0700,168.0700,168.0700,168.0700,168.0700,168.0700,168.0700,173.0400,173.0400,173.0400,173.0400,173.0400,173.0400,173.0400,173.0400,173.0400,173.0400,173.0400,173.0400,178.0390,178.0390,178.0390,178.0390,178.0390,178.0390,178.0390,178.0390,178.0390,178.0390,178.0390,178.0390,183.0320,183.0320,183.0320,183.0320,183.0320,183.0320,183.0320,183.0320,183.0320,183.0320,183.0320,183.0320,188.0540,188.0540,188.0540,188.0540,188.0540,188.0540,188.0540,188.0540,188.0540,188.0540,188.0540,188.0540,193.0570,193.0570,193.0570,193.0570,193.0570,193.0570,193.0570,193.0570,193.0570,193.0570,193.0570,193.0570,198.0540,198.0540,198.0540,198.0540,198.0540,198.0540,198.0540,198.0540,198.0540,198.0540,198.0540,198.0540,203.0320,203.0320,203.0320,203.0320,203.0320,203.0320,203.0320,203.0320,203.0320,203.0320,203.0320,203.0320,208.0160,208.0160,208.0160,208.0160,208.0160,208.0160,208.0160,208.0160,208.0160,208.0160,208.0160,208.0160,213.0360,213.0360,213.0360,213.0360,213.0360,213.0360,213.0360,213.0360,213.0360,213.0360,213.0360,213.0360,218.0670,218.0670,218.0670,218.0670,218.0670,218.0670,218.0670,218.0670,218.0670,218.0670,218.0670,218.0670,223.0490,223.0490,223.0490,223.0490,223.0490,223.0490,223.0490,223.0490,223.0490,223.0490,223.0490,223.0490,228.0360,228.0360,228.0360,228.0360,228.0360,228.0360,228.0360,228.0360,228.0360,228.0360,228.0360,228.0360,233.0260,233.0260,233.0260,233.0260,233.0260,233.0260,233.0260,233.0260,233.0260,233.0260,233.0260,233.0260,238.0310,238.0310,238.0310,238.0310,238.0310,238.0310,238.0310,238.0310,238.0310,238.0310,238.0310,238.0310,243.0450,243.0450,243.0450,243.0450,243.0450,243.0450,243.0450,243.0450,243.0450,243.0450,243.0450,243.0450,248.0030,248.0030,248.0030,248.0030,248.0030,248.0030,248.0030,248.0030,248.0030,248.0030,248.0030,248.0030,253.0660,253.0660,253.0660,253.0660,253.0660,253.0660,253.0660,253.0660,253.0660,253.0660,253.0660,253.0660,258.0410,258.0410,258.0410,258.0410,258.0410,258.0410,258.0410,258.0410,258.0410,258.0410,258.0410,258.0410
