Sweep Results,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001
L02,F,-4.791912E-11,-1.020213E-10,-9.120091E-11,-8.038046E-11,-4.019023E-11,-2.009511E-11,4.637334E-12,1.854934E-11,NMDG60/2,1.625656E+7,NaN
M02,F,-9.583824E-11,2.009511E-11,0.000000E+0,-4.173601E-11,-4.328178E-11,-7.419734E-11,-7.574313E-11,-6.646846E-11,NMDG60/2,2.648177E+8,1.312175E-11
N02,F,7.821637E-10,8.934597E-10,9.073717E-10,8.455406E-10,9.011886E-10,8.269913E-10,9.135548E-10,8.980970E-10,NMDG60/2,7.853346E+8,8.006072E-12
O02,T,-2.225920E-10,-5.564801E-11,-5.719379E-11,-6.492268E-11,-8.501779E-11,-1.066587E-10,-1.313911E-10,-1.607609E-10,NMDG60/2,1.503170E+9,1.407428E-11
P02,T,-6.183112E-11,-2.473245E-11,1.545778E-12,-4.173601E-11,9.274668E-12,-1.854934E-11,6.183112E-12,-2.009511E-11,NMDG60/2,3.681093E+8,9.746377E-12
A03,T,-4.791912E-10,-1.097502E-10,-9.583824E-11,-1.066587E-10,-7.265157E-11,-8.347201E-11,-1.205707E-10,-1.576694E-10,NMDG60/2,9.209541E+8,1.320573E-11
B03,T,-2.187276E-9,-1.162425E-9,-1.273721E-9,-1.361830E-9,-1.618430E-9,-1.763733E-9,-1.879666E-9,-1.921402E-9,NMDG60/2,5.639762E+8,1.144815E-11
C03,T,-5.255645E-11,-5.873957E-11,-5.873957E-11,-6.028535E-11,-5.255645E-11,-6.646846E-11,-5.255645E-11,-7.110579E-11,NMDG60/2,2.268236E+9,1.173477E-11
D03,T,-4.745538E-10,-5.873957E-11,-6.492268E-11,-7.574313E-11,-9.274669E-11,-1.128418E-10,-1.174791E-10,-1.468489E-10,NMDG60/2,4.925057E+8,7.959310E-12
E03,T,-1.669440E-10,-1.839476E-10,-1.947680E-10,-1.777645E-10,-1.839476E-10,-1.870391E-10,-1.808560E-10,-1.916765E-10,NMDG60/2,1.511802E+8,NaN
F03,T,-8.965512E-11,-5.410223E-11,-6.801423E-11,-5.564801E-11,-7.265157E-11,-7.419734E-11,-7.883468E-11,-7.419734E-11,NMDG60/2,2.067911E+9,1.592503E-11
G03,T,-1.799286E-9,-5.889415E-10,-6.090365E-10,-6.755050E-10,-9.274668E-10,-1.117598E-9,-1.236622E-9,-1.312366E-9,NMDG60/2,1.481511E+9,9.724300E-12
H03,T,-2.349583E-10,-2.596907E-10,-2.565992E-10,-2.627823E-10,-2.674196E-10,-2.581449E-10,-2.565992E-10,-2.535076E-10,NMDG60/2,1.377934E+8,NaN
I03,T,-1.344827E-9,-2.071343E-10,-2.380498E-10,-2.318667E-10,-4.111770E-10,-5.271103E-10,-6.414979E-10,-6.940544E-10,NMDG60/2,1.651356E+9,7.148565E-12
J03,T,-2.252199E-9,-4.992863E-10,-5.951246E-10,-6.384063E-10,-9.166464E-10,-1.134601E-9,-1.278358E-9,-1.502496E-9,NMDG60/2,1.831225E+9,1.513876E-11
K03,T,-3.496550E-9,-1.000118E-9,-1.131510E-9,-1.272175E-9,-1.769916E-9,-2.086800E-9,-2.349583E-9,-2.565992E-9,NMDG60/2,8.432534E+9,2.651023E-11
L03,F,7.110579E-11,2.195005E-10,2.380498E-10,2.349583E-10,3.416170E-10,1.746729E-10,1.824018E-10,2.504160E-10,NMDG60/2,3.497749E+8,1.183437E-11
M03,T,-6.724135E-10,-1.360285E-10,-1.344827E-10,-1.669440E-10,-2.303209E-10,-3.076098E-10,-3.385254E-10,-3.910818E-10,NMDG60/2,6.334746E+8,2.482817E-12
N03,F,-4.982043E-9,-4.985134E-9,-4.983588E-9,-4.986680E-9,-4.980497E-9,-4.982043E-9,-4.988226E-9,-4.985134E-9,NMDG60/2,5.879568E+6,NaN
O03,T,2.967894E-10,1.762187E-10,1.762187E-10,1.777645E-10,2.117716E-10,2.102258E-10,2.287752E-10,2.241378E-10,NMDG60/2,9.377601E+7,5.759252E-11
P03,T,-2.184184E-9,-5.131983E-10,-5.611174E-10,-6.569557E-10,-9.228295E-10,-1.120689E-9,-1.315457E-9,-1.457669E-9,NMDG60/2,5.611939E+8,1.573488E-11
A04,T,-2.476336E-9,-3.230676E-10,-3.508916E-10,-4.173601E-10,-6.121281E-10,-7.759806E-10,-9.475619E-10,-1.114506E-9,NMDG60/2,1.313228E+9,1.270593E-11
B04,T,-4.328178E-11,-1.344827E-10,-1.298454E-10,-1.499405E-10,-1.143876E-10,-1.282996E-10,-7.728890E-11,-7.265157E-11,NMDG60/2,1.354819E+8,9.258291E-12
C04,T,-7.512481E-10,-9.274669E-11,-9.892979E-11,-8.810935E-11,-1.700356E-10,-2.411414E-10,-2.720569E-10,-3.354338E-10,NMDG60/2,3.606254E+10,1.427206E-11
D04,T,-1.570510E-9,-1.313911E-10,-1.777645E-10,-1.669440E-10,-2.705112E-10,-3.199760E-10,-4.359094E-10,-5.008321E-10,NMDG60/2,1.555737E+9,1.049895E-11
E04,T,-2.613911E-9,-2.133174E-10,-2.643281E-10,-3.060641E-10,-4.853743E-10,-6.801423E-10,-8.331744E-10,-9.692028E-10,NMDG60/2,2.017785E+9,9.313371E-12
F04,T,-1.082045E-10,-1.082045E-11,-1.854934E-11,-1.236622E-11,-1.700356E-11,-7.728890E-12,-1.545778E-11,-2.473245E-11,NMDG60/2,3.010122E+8,5.623957E-12
G04,T,-9.274668E-12,-3.864445E-11,-4.019023E-11,-3.864445E-11,-2.627823E-11,-2.782401E-11,-2.318667E-11,-2.164089E-11,NMDG60/2,1.448718E+8,1.584705E-11
H04,T,-2.170272E-9,-4.405467E-10,-5.162898E-10,-5.611174E-10,-8.903682E-10,-1.063495E-9,-1.267538E-9,-1.375742E-9,NMDG60/2,2.963612E+9,1.823800E-11
I04,T,-1.743638E-9,-1.824018E-10,-2.442329E-10,-2.612365E-10,-4.019023E-10,-4.961948E-10,-6.275859E-10,-6.677761E-10,NMDG60/2,2.376083E+10,1.842941E-11
J04,T,-8.687273E-10,-2.024969E-10,-2.380498E-10,-2.365040E-10,-3.091556E-10,-4.204516E-10,-4.544587E-10,-4.992863E-10,NMDG60/2,1.574125E+9,7.152970E-12
K04,T,-2.298572E-9,-2.689654E-10,-3.307965E-10,-3.261592E-10,-5.363850E-10,-6.600472E-10,-8.161708E-10,-9.120090E-10,NMDG60/2,7.557977E+8,1.191425E-11
L04,T,-1.783828E-9,-1.623067E-10,-1.669440E-10,-2.225920E-10,-3.307965E-10,-4.297263E-10,-5.502970E-10,-6.090365E-10,NMDG60/2,2.213678E+9,1.307503E-11
M04,T,-2.598453E-9,-1.403566E-9,-1.551961E-9,-1.641616E-9,-1.981687E-9,-2.150177E-9,-2.267656E-9,-2.332579E-9,NMDG60/2,7.752683E+8,3.179510E-11
N04,T,1.329369E-10,1.514863E-10,1.468489E-10,1.329369E-10,1.530320E-10,1.344827E-10,1.638525E-10,1.592151E-10,NMDG60/2,5.332500E+8,4.307649E-12
O04,T,-3.205944E-9,-2.814862E-9,-2.898334E-9,-2.961711E-9,-3.083827E-9,-3.158025E-9,-3.187394E-9,-3.207489E-9,NMDG60/2,2.491960E+8,1.577978E-11
P04,F,1.035671E-10,2.921521E-10,2.658738E-10,2.705112E-10,2.813316E-10,3.292507E-10,2.983352E-10,2.689654E-10,NMDG60/2,2.523641E+8,4.334407E-12
A05,T,-4.003565E-10,-7.110579E-11,-1.020213E-10,-1.066587E-10,-1.422116E-10,-1.483947E-10,-2.024969E-10,-2.210463E-10,NMDG60/2,1.906354E+9,4.630170E-12
B05,T,-3.091556E-10,-3.864445E-11,-3.864445E-11,-3.864445E-11,-6.646846E-11,-7.265157E-11,-7.574313E-11,-9.738402E-11,NMDG60/2,9.976009E+8,6.899820E-12
C05,T,-3.368250E-9,-5.425681E-10,-6.244943E-10,-7.187868E-10,-1.065041E-9,-1.383471E-9,-1.619975E-9,-1.803923E-9,NMDG60/2,1.137543E+10,1.458744E-11
D05,T,-1.391200E-11,-1.236622E-11,-1.236622E-11,-1.700356E-11,-6.183112E-12,-7.728890E-12,-7.728890E-12,-9.274668E-12,NMDG60/2,2.651450E+9,NaN
E05,T,-1.035671E-10,-2.936978E-11,-2.627823E-11,-2.473245E-11,-2.164089E-11,-2.936978E-11,-4.173601E-11,-5.564801E-11,NMDG60/2,9.827159E+8,5.087011E-12
F05,T,-4.312721E-10,-5.101067E-11,-6.183112E-11,-6.492268E-11,-8.965512E-11,-1.066587E-10,-1.437574E-10,-1.561236E-10,NMDG60/2,2.028391E+9,6.002356E-12
G05,T,-8.656357E-11,-4.019023E-11,-3.709867E-11,-4.173601E-11,-4.791912E-11,-4.482756E-11,-5.101067E-11,-5.101067E-11,NMDG60/2,6.901687E+9,1.477287E-11
H05,T,-5.873957E-11,-6.028535E-11,-6.337690E-11,-6.956001E-11,-5.410223E-11,-6.646846E-11,-5.255645E-11,-5.564801E-11,NMDG60/2,1.089993E+10,1.125428E-11
I05,T,-1.453031E-10,-3.555289E-11,-3.555289E-11,-4.946490E-11,-3.400712E-11,-6.028535E-11,-4.019023E-11,-4.019023E-11,NMDG60/2,4.254188E+9,1.122793E-11
J05,T,-3.617120E-10,-3.709867E-11,-5.101067E-11,-4.019023E-11,-6.492268E-11,-7.419734E-11,-9.583824E-11,-1.221165E-10,NMDG60/2,5.517081E+8,5.917018E-12
K05,T,-8.347201E-11,-5.410223E-11,-5.564801E-11,-6.492268E-11,-5.873957E-11,-6.028535E-11,-6.183112E-11,-5.873957E-11,NMDG60/2,8.416483E+8,4.971691E-12
L05,T,-1.448394E-9,-1.623067E-10,-1.684898E-10,-1.916765E-10,-2.828774E-10,-3.508916E-10,-4.915574E-10,-5.178357E-10,NMDG60/2,7.693214E+8,9.381549E-12
M05,T,-1.236622E-10,-1.483947E-10,-1.607609E-10,-1.576694E-10,-1.252080E-10,-1.097502E-10,-1.174791E-10,-1.174791E-10,NMDG60/2,1.271920E+9,1.321070E-11
N05,T,-4.359094E-10,-6.646846E-11,-7.265157E-11,-7.265157E-11,-1.082045E-10,-1.391200E-10,-1.607609E-10,-2.102258E-10,NMDG60/2,4.231178E+9,1.006384E-11
O05,F,-2.117716E-10,-8.965512E-11,-1.082045E-10,-9.429246E-11,-1.097502E-10,-1.035671E-10,-1.128418E-10,-9.274669E-11,NMDG60/2,1.206580E+9,8.135815E-12
P05,T,1.684898E-10,-1.653983E-10,-1.545778E-10,-1.236622E-10,-9.120091E-11,-1.391200E-10,-7.728890E-11,-5.564801E-11,NMDG60/2,8.894460E+7,1.546486E-11
A06,T,-3.620212E-9,-1.892032E-9,-2.094529E-9,-2.198096E-9,-2.705112E-9,-2.932341E-9,-3.051366E-9,-3.195123E-9,NMDG60/2,1.728146E+9,1.919649E-11
B06,T,-3.972650E-10,-1.004756E-10,-8.192624E-11,-1.097502E-10,-1.097502E-10,-1.221165E-10,-1.205707E-10,-1.453031E-10,NMDG60/2,1.601896E+9,1.010257E-11
C06,T,-1.485493E-9,-1.221165E-10,-1.530320E-10,-1.746729E-10,-2.519618E-10,-3.941734E-10,-4.498214E-10,-5.472054E-10,NMDG60/2,2.689460E+9,1.466182E-11
D06,T,-8.084419E-10,-1.545778E-10,-1.777645E-10,-1.916765E-10,-2.380498E-10,-2.998810E-10,-3.601663E-10,-3.879903E-10,NMDG60/2,7.563879E+9,1.503969E-11
E06,T,-9.274669E-11,-4.019023E-11,-3.091556E-11,-2.782401E-11,-2.936978E-11,-4.637334E-11,-4.637334E-11,-4.946490E-11,NMDG60/2,5.275103E+8,3.160876E-12
F06,T,-1.616884E-9,-2.225920E-10,-2.550534E-10,-2.581449E-10,-4.219974E-10,-5.456596E-10,-6.430437E-10,-7.466108E-10,NMDG60/2,2.024273E+10,1.656813E-11
G06,T,-1.248989E-9,-2.828774E-10,-3.168845E-10,-3.261592E-10,-4.266347E-10,-6.214028E-10,-6.847797E-10,-7.759806E-10,NMDG60/2,5.318847E+9,1.726470E-11
H06,T,-1.304637E-9,-1.066587E-10,-1.205707E-10,-1.468489E-10,-2.179547E-10,-3.261592E-10,-3.879903E-10,-4.420925E-10,NMDG60/2,1.543088E+9,1.331752E-11
I06,T,-2.337216E-9,-4.869201E-10,-5.549343E-10,-6.059450E-10,-8.671815E-10,-1.128418E-9,-1.265992E-9,-1.412841E-9,NMDG60/2,6.933074E+8,2.814977E-11
J06,T,-8.038046E-11,-1.004756E-10,-1.035671E-10,-1.051129E-10,-1.035671E-10,-9.738402E-11,-8.965512E-11,-9.120091E-11,NMDG60/2,2.099174E+8,1.000000E-12
K06,T,-7.527939E-10,-1.391200E-10,-7.883468E-11,-8.347201E-11,-1.097502E-10,-1.313911E-10,-1.762187E-10,-1.932223E-10,NMDG60/2,2.142239E+9,1.065750E-11
L06,T,-9.877522E-10,-1.808560E-10,-2.009511E-10,-2.241378E-10,-3.493458E-10,-4.250890E-10,-5.039236E-10,-5.518427E-10,NMDG60/2,1.748900E+9,1.103202E-11
M06,T,-8.532695E-10,-2.195005E-10,-2.504160E-10,-2.442329E-10,-3.663494E-10,-4.281805E-10,-5.162898E-10,-5.595717E-10,NMDG60/2,1.074672E+9,5.606316E-12
N06,T,-3.709867E-10,-9.274669E-11,-9.738402E-11,-9.429246E-11,-1.344827E-10,-1.638525E-10,-2.040427E-10,-2.102258E-10,NMDG60/2,1.155529E+9,8.053088E-12
O06,T,5.394765E-10,5.008321E-10,5.070152E-10,5.023779E-10,5.101067E-10,5.101067E-10,5.116526E-10,5.178357E-10,NMDG60/2,5.778907E+6,NaN
P06,T,-1.324732E-9,-2.411414E-10,-2.921521E-10,-2.998810E-10,-4.390010E-10,-5.240188E-10,-6.306775E-10,-7.326988E-10,NMDG60/2,2.127316E+9,1.583433E-11
A07,T,-7.883468E-11,-6.801423E-11,-6.337690E-11,-6.646846E-11,-5.101067E-11,-6.028535E-11,-5.873957E-11,-4.791912E-11,NMDG60/2,4.317691E+8,1.640856E-11
B07,T,-1.159334E-10,7.728890E-12,1.545778E-12,4.637334E-12,0.000000E+0,-1.082045E-11,-1.236622E-11,-2.009511E-11,NMDG60/2,7.414433E+8,7.205612E-12
C07,T,-1.102140E-9,-2.751485E-10,-3.215218E-10,-3.617120E-10,-4.791912E-10,-5.982161E-10,-7.249699E-10,-7.419735E-10,NMDG60/2,1.812426E+9,7.817073E-12
D07,T,-2.442329E-10,-6.956001E-11,-6.956001E-11,-8.347201E-11,-7.728890E-11,-8.501779E-11,-7.419734E-11,-8.192624E-11,NMDG60/2,1.073482E+9,8.263728E-12
E07,T,-7.620686E-10,-9.583824E-11,-1.128418E-10,-1.282996E-10,-2.164089E-10,-2.581449E-10,-3.122472E-10,-3.632578E-10,NMDG60/2,9.322671E+8,1.427743E-11
F07,F,-1.480855E-9,-6.028534E-10,-6.183112E-10,-6.492268E-10,-1.015576E-9,-1.057312E-9,-1.211890E-9,-1.250534E-9,NMDG60/2,2.615709E+9,1.178091E-11
G07,F,2.164089E-11,1.545778E-11,1.391200E-11,-1.854934E-11,2.009511E-11,-1.545778E-12,2.627823E-11,2.782401E-11,NMDG60/2,2.259368E+8,1.266933E-11
H07,T,-1.182520E-9,-1.190249E-10,-1.375742E-10,-1.344827E-10,-2.457787E-10,-3.107014E-10,-3.818072E-10,-4.498214E-10,NMDG60/2,2.106823E+9,1.289345E-11
I07,T,-1.255172E-9,-6.337690E-11,-9.738402E-11,-1.035671E-10,-1.839476E-10,-2.751485E-10,-3.756241E-10,-4.529130E-10,NMDG60/2,2.385559E+9,1.680851E-11
J07,T,-4.745538E-10,-7.728890E-11,-6.801423E-11,-6.801423E-11,-8.810935E-11,-9.274669E-11,-9.892979E-11,-1.051129E-10,NMDG60/2,4.094881E+9,1.231933E-11
K07,T,-1.236622E-11,-5.410223E-11,-4.637334E-11,-5.101067E-11,-4.637334E-11,-4.019023E-11,-3.555289E-11,-3.555289E-11,NMDG60/2,3.054266E+8,6.697835E-12
L07,T,2.473245E-11,2.164089E-11,1.545778E-11,2.009511E-11,2.782401E-11,-7.110579E-11,3.709867E-11,3.709867E-11,NMDG60/2,5.422504E+8,5.361237E-12
M07,T,-1.746729E-9,-9.429246E-11,-1.607609E-10,-1.715814E-10,-2.766943E-10,-3.879903E-10,-4.498214E-10,-5.951246E-10,NMDG60/2,2.058839E+9,1.266101E-11
N07,T,-1.252080E-10,-1.994054E-10,-1.623067E-10,-1.391200E-10,-1.777645E-10,-1.545778E-10,-1.483947E-10,-1.483947E-10,NMDG60/2,1.648195E+8,6.393215E-12
O07,T,-2.770034E-9,-1.466943E-9,-1.619975E-9,-1.739000E-9,-2.103804E-9,-2.275385E-9,-2.417597E-9,-2.493340E-9,NMDG60/2,1.260156E+9,1.352517E-11
P07,T,-1.020213E-10,-7.728890E-11,-7.265157E-11,-7.883468E-11,-6.028535E-11,-1.499405E-10,-2.133174E-10,-1.715814E-10,NMDG60/2,4.809640E+8,1.084751E-11
A08,T,-3.654219E-9,-1.063495E-9,-1.219619E-9,-1.397383E-9,-1.909036E-9,-2.263019E-9,-2.518072E-9,-2.697383E-9,NMDG60/2,1.255433E+9,1.615834E-11
B08,T,-7.342446E-10,-7.574313E-11,-7.574313E-11,-8.347201E-11,-1.020213E-10,-1.375742E-10,-1.360285E-10,-1.715814E-10,NMDG60/2,1.158781E+9,3.818432E-12
C08,T,-1.737455E-9,-1.545778E-10,-1.901307E-10,-2.009511E-10,-3.137929E-10,-4.467298E-10,-5.410223E-10,-6.229485E-10,NMDG60/2,2.015109E+9,1.562027E-11
D08,T,-4.946490E-11,-6.337690E-11,-5.255645E-11,-4.791912E-11,-5.255645E-11,-4.328178E-11,-4.328178E-11,-4.328178E-11,NMDG60/2,1.298268E+9,3.965109E-11
E08,F,-2.581449E-10,-2.828774E-10,-3.385254E-10,-4.343636E-10,-5.286561E-10,-6.337690E-10,-7.481566E-10,-8.640899E-10,NMDG60/2,1.012541E+9,1.131445E-11
F08,F,1.793102E-10,3.199760E-10,3.725325E-10,4.590961E-10,7.033290E-10,7.713433E-10,8.099877E-10,9.630198E-10,NMDG60/2,4.793005E+8,1.031725E-11
G08,T,-2.052793E-9,-1.375742E-10,-1.746729E-10,-1.839476E-10,-3.957192E-10,-5.997619E-10,-6.028534E-10,-7.172410E-10,NMDG60/2,1.716889E+9,1.848343E-11
H08,T,-6.476810E-10,-1.159334E-10,-1.344827E-10,-1.375742E-10,-2.164089E-10,-2.689654E-10,-3.168845E-10,-3.478001E-10,NMDG60/2,3.399511E+9,1.077973E-11
I08,T,-2.086800E-10,-1.004756E-10,-1.035671E-10,-9.274669E-11,-9.120091E-11,-7.419734E-11,-9.429246E-11,-1.545778E-11,NMDG60/2,3.861640E+8,8.436022E-12
J08,T,-1.619975E-9,-3.060641E-10,-3.307965E-10,-3.416170E-10,-5.518427E-10,-7.558855E-10,-8.764561E-10,-9.568366E-10,NMDG60/2,8.460541E+8,1.790020E-11
K08,T,-4.791912E-11,-5.410223E-11,-5.255645E-11,-5.101067E-11,-4.946490E-11,-5.564801E-11,-4.946490E-11,-5.101067E-11,NMDG60/2,6.415421E+8,3.376646E-12
L08,T,-9.274669E-11,-8.656357E-11,-8.347201E-11,-7.574313E-11,-8.347201E-11,-7.728890E-11,-8.501779E-11,-8.656357E-11,NMDG60/2,8.101359E+8,1.707445E-11
M08,T,-8.656357E-11,-1.499405E-10,-1.623067E-10,-1.576694E-10,-1.483947E-10,-1.437574E-10,-1.298454E-10,-1.375742E-10,NMDG60/2,9.834014E+7,6.876399E-11
N08,T,-1.298454E-10,-4.328178E-11,-4.791912E-11,-4.791912E-11,-5.255645E-11,-6.028535E-11,-5.101067E-11,-4.328178E-11,NMDG60/2,1.545555E+9,6.950670E-12
O08,F,-7.605228E-9,-6.733409E-9,-6.864800E-9,-6.908082E-9,-7.186322E-9,-7.279069E-9,-7.306893E-9,-7.302256E-9,NMDG60/2,3.791693E+8,1.711448E-11
P08,T,-5.873957E-11,-6.492268E-11,-8.038046E-11,-7.728890E-11,-6.646846E-11,-3.091556E-11,1.236622E-11,1.391200E-11,NMDG60/2,1.325047E+10,NaN
A09,T,8.656357E-11,4.946490E-11,5.410223E-11,6.646846E-11,8.965512E-11,9.583824E-11,1.097502E-10,1.267538E-10,NMDG60/2,2.578572E+7,NaN
B09,T,-1.700356E-11,-2.164089E-11,-1.700356E-11,-1.391200E-11,-1.391200E-11,-1.545778E-11,-1.082045E-11,-1.545778E-11,NMDG60/2,1.042558E+9,2.778347E-12
C09,T,-2.861235E-9,-3.307965E-10,-3.709867E-10,-4.189059E-10,-6.708677E-10,-8.826392E-10,-1.029488E-9,-1.218073E-9,NMDG60/2,1.680397E+9,1.135343E-11
D09,F,-1.082045E-10,-8.656357E-11,-9.120091E-11,-9.120091E-11,-9.583824E-11,-1.082045E-10,-1.097502E-10,-1.082045E-10,NMDG60/2,3.130901E+8,3.476217E-12
E09,T,-4.946490E-11,-2.009511E-11,-1.854934E-11,-2.627823E-11,-3.400712E-11,-4.946490E-11,-4.637334E-11,-4.946490E-11,NMDG60/2,1.230297E+9,5.499959E-12
F09,T,-1.453031E-10,-6.028535E-11,-7.883468E-11,-8.192624E-11,-9.738402E-11,-9.120091E-11,-1.066587E-10,-9.583824E-11,NMDG60/2,4.076006E+10,1.179403E-11
G09,T,-2.164089E-11,-4.019023E-11,-2.782401E-11,-3.400712E-11,-1.082045E-11,-3.091556E-11,-1.391200E-11,-1.854934E-11,NMDG60/2,2.816997E+8,3.842953E-12
H09,T,-1.273721E-9,-2.334125E-10,-2.504160E-10,-2.998810E-10,-4.189059E-10,-5.332934E-10,-6.523183E-10,-7.156952E-10,NMDG60/2,8.690140E+8,8.347567E-12
I09,T,-6.275859E-10,-1.174791E-10,-1.252080E-10,-1.406658E-10,-2.272294E-10,-2.936978E-10,-3.246134E-10,-4.374552E-10,NMDG60/2,7.520131E+8,1.224637E-11
