Sweep Results,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001
A02,T,-9.275437E-10,-5.574553E-11,-5.419705E-11,-7.123040E-11,-1.052971E-10,-1.285244E-10,-1.502032E-10,-1.935609E-10,NMDG60/2,6.549233E+8,6.616330E-12
B02,T,-1.930963E-9,-3.561520E-11,-7.432738E-11,-1.471063E-10,-2.260791E-10,-3.251823E-10,-4.320279E-10,-5.110007E-10,NMDG60/2,1.335288E+9,1.293913E-11
C02,T,-6.379767E-10,-5.729402E-11,-6.968191E-11,-6.658495E-11,-7.432738E-11,-8.981225E-11,-8.981225E-11,-1.006517E-10,NMDG60/2,8.823430E+8,6.038935E-12
D02,F,-1.094780E-9,-7.432738E-11,-8.361830E-11,-7.742435E-11,-1.114911E-10,-1.269759E-10,-1.672366E-10,-1.997548E-10,NMDG60/2,2.342237E+8,1.073007E-11
E02,F,-2.632428E-11,-2.167882E-11,-1.858184E-11,-2.167882E-11,-2.167882E-11,-9.290922E-12,-2.477579E-11,-1.703336E-11,NMDG60/2,1.253904E+8,NaN
F02,T,-1.187690E-9,-2.601458E-10,-2.911156E-10,-2.756307E-10,-2.663398E-10,-2.694368E-10,-2.725337E-10,-2.864701E-10,NMDG60/2,9.130734E+8,NaN
G02,F,-5.357765E-10,2.771792E-10,1.765275E-10,1.579457E-10,1.068456E-10,4.335764E-11,2.477579E-11,-3.096974E-11,NMDG60/2,1.233263E+8,4.360889E-11
H02,F,-5.504871E-9,-1.858184E-10,-1.104071E-9,-2.135364E-9,-2.993225E-9,-3.465514E-9,-3.886703E-9,-4.160785E-9,NMDG60/2,1.001624E+9,2.062343E-11
I02,F,-7.587586E-11,-5.884251E-11,-4.955159E-11,-4.026066E-11,-4.955159E-11,-3.251823E-11,-5.264856E-11,-5.110007E-11,NMDG60/2,5.021348E+8,1.506085E-11
J02,T,-3.358668E-9,-2.570489E-10,-1.982063E-10,-1.749790E-10,-2.307246E-10,-3.158914E-10,-4.428673E-10,-5.636493E-10,NMDG60/2,1.144719E+9,2.291869E-11
K02,F,-2.013033E-11,-3.515065E-10,-1.610427E-10,-1.068456E-10,-9.600620E-11,-9.290922E-11,-8.516679E-11,-8.981225E-11,NMDG60/2,1.103624E+9,4.004171E-11
L02,F,-1.455578E-10,-1.811730E-10,-1.765275E-10,-1.718821E-10,-2.028518E-10,-1.672366E-10,-1.935609E-10,-2.090458E-10,NMDG60/2,2.562236E+8,5.858073E-12
M02,F,-3.251823E-10,-6.039099E-10,-6.519130E-10,-5.806826E-10,-6.968192E-10,-4.877734E-10,-5.435190E-10,-5.295825E-10,NMDG60/2,1.562765E+8,1.445193E-11
N02,F,-1.022001E-10,-1.904639E-10,-2.198852E-10,-2.322731E-10,-3.189883E-10,-3.081489E-10,-3.220853E-10,-3.143429E-10,NMDG60/2,4.398429E+9,1.876892E-11
O02,F,-1.938706E-9,-1.424608E-10,-2.585973E-10,-4.196400E-10,-6.054584E-10,-7.123040E-10,-8.687012E-10,-9.647074E-10,NMDG60/2,3.993541E+8,1.355421E-11
P02,F,-1.796245E-9,-1.455578E-10,-1.114911E-10,-1.749790E-10,-2.539519E-10,-3.422156E-10,-3.607975E-10,-3.964127E-10,NMDG60/2,4.723587E+8,1.285201E-11
A03,T,-9.755469E-11,-7.061101E-10,-6.008130E-10,-4.614491E-10,-3.592490E-10,-2.973095E-10,-2.276276E-10,-1.780760E-10,NMDG60/2,7.432077E+8,2.607509E-11
B03,F,-2.858507E-9,-1.502032E-10,-2.245306E-10,-3.747339E-10,-5.156462E-10,-6.643009E-10,-8.346345E-10,-9.848378E-10,NMDG60/2,5.254566E+8,1.274422E-11
C03,T,-8.361830E-11,-5.574553E-11,-6.813343E-11,-6.658495E-11,-6.348796E-11,-6.039100E-11,-5.884251E-11,-6.968191E-11,NMDG60/2,1.052404E+9,9.542553E-12
D03,F,-3.096974E-12,-4.645461E-11,-3.561520E-11,-2.322731E-11,-4.800310E-11,-2.013033E-11,-3.406671E-11,-3.406671E-11,NMDG60/2,5.363396E+8,1.180694E-11
E03,F,-1.718821E-10,-7.742435E-11,-1.037486E-10,-1.022001E-10,-1.300729E-10,-1.378153E-10,-1.347184E-10,-1.347184E-10,NMDG60/2,6.869223E+8,9.921565E-12
F03,T,-1.873669E-10,-1.022001E-10,-1.130395E-10,-9.445771E-11,-8.516679E-11,-7.897284E-11,-7.277889E-11,-7.277889E-11,NMDG60/2,1.135807E+9,4.685142E-12
G03,T,-1.926318E-9,-6.813343E-11,-8.516679E-11,-1.765275E-10,-2.493064E-10,-3.453126E-10,-3.979612E-10,-4.784825E-10,NMDG60/2,1.245778E+9,1.522848E-11
H03,T,-1.119556E-9,-7.277889E-11,-8.671527E-11,-1.997548E-10,-3.499581E-10,-4.722885E-10,-5.450674E-10,-6.348797E-10,NMDG60/2,1.603514E+9,9.133114E-12
I03,T,-4.168527E-9,-6.658495E-11,-2.663398E-10,-5.187432E-10,-8.083103E-10,-1.049874E-9,-1.325505E-9,-1.537648E-9,NMDG60/2,1.773515E+9,1.240212E-11
J03,T,-2.987032E-9,-4.645461E-11,-2.555004E-10,-4.660946E-10,-7.014646E-10,-9.105104E-10,-1.125750E-9,-1.296084E-9,NMDG60/2,1.124360E+9,1.380402E-11
K03,T,-1.323956E-9,-4.645461E-11,-6.348796E-11,-6.968191E-11,-8.206981E-11,-1.269759E-10,-1.440093E-10,-1.656881E-10,NMDG60/2,2.256467E+9,4.345501E-12
L03,F,1.037486E-10,2.338215E-10,4.691916E-10,2.121427E-10,2.942125E-10,1.935609E-10,1.594942E-10,1.625911E-10,NMDG60/2,4.243343E+8,1.666889E-11
M03,F,-4.603652E-9,-2.074973E-10,-9.507710E-10,-2.188012E-9,-3.045874E-9,-3.516614E-9,-3.807730E-9,-3.909930E-9,NMDG60/2,3.410117E+8,1.277058E-11
N03,F,-5.419705E-11,-2.942125E-11,-2.477579E-11,-2.942125E-11,1.548487E-12,1.083941E-11,-1.393638E-11,-1.548487E-12,NMDG60/2,6.669132E+8,7.269553E-12
O03,F,-7.277889E-10,-2.028518E-10,-2.400155E-10,-2.369185E-10,-2.276276E-10,-2.276276E-10,-2.198852E-10,-2.136912E-10,NMDG60/2,5.619884E+8,1.472112E-11
P03,T,-6.643009E-10,6.193948E-12,-4.335764E-11,-4.026066E-11,-4.955159E-11,-6.658495E-11,-6.813343E-11,-8.516679E-11,NMDG60/2,6.132193E+8,7.544698E-12
A04,T,-4.067875E-9,-1.254274E-10,-2.136912E-10,-4.072521E-10,-6.348797E-10,-8.981225E-10,-1.080844E-9,-1.274405E-9,NMDG60/2,7.971297E+8,1.782402E-11
B04,T,-1.342538E-9,-5.419705E-11,-5.884251E-11,-6.193948E-11,-6.193948E-11,-5.729402E-11,-7.277889E-11,-1.022001E-10,NMDG60/2,5.959916E+8,1.221702E-11
C04,F,-2.044003E-10,-3.205368E-10,-2.833731E-10,-2.090458E-10,-1.362669E-10,-1.176850E-10,-1.006517E-10,-9.600620E-11,NMDG60/2,2.828115E+9,1.352951E-11
D04,F,-1.997548E-10,-1.099426E-10,-1.285244E-10,-1.192335E-10,-1.192335E-10,-1.269759E-10,-1.254274E-10,-1.331699E-10,NMDG60/2,2.003744E+8,NaN
E04,T,-1.455578E-10,-2.477579E-11,-2.322731E-11,-2.167882E-11,-1.548487E-11,-2.167882E-11,-2.322731E-11,-2.167882E-11,NMDG60/2,7.116860E+8,4.904495E-12
F04,T,-1.269759E-10,-2.632428E-11,-2.942125E-11,-2.322731E-11,-2.477579E-11,-2.322731E-11,-2.477579E-11,-2.632428E-11,NMDG60/2,1.274477E+9,4.787075E-12
G04,T,6.968191E-11,-1.362669E-10,-1.037486E-10,-8.052133E-11,-6.348796E-11,-3.716369E-11,-3.096974E-11,-2.167882E-11,NMDG60/2,1.546572E+8,1.868784E-11
H04,T,-4.335764E-11,-2.926641E-10,-1.951094E-10,-1.114911E-10,-8.206981E-11,-5.884251E-11,-6.039100E-11,-5.729402E-11,NMDG60/2,1.438652E+9,1.500775E-11
I04,T,-3.220853E-10,-2.632428E-11,-3.561520E-11,-2.942125E-11,-2.942125E-11,-3.406671E-11,-3.406671E-11,-4.026066E-11,NMDG60/2,5.651347E+8,9.645830E-12
J04,T,-6.193948E-12,-1.130395E-10,-1.022001E-10,-9.290922E-11,-8.671527E-11,-8.361830E-11,-8.052133E-11,-7.587586E-11,NMDG60/2,2.726822E+8,1.000000E-12
K04,T,9.290922E-12,-4.800310E-11,-6.039100E-11,-7.277889E-11,-8.206981E-11,-6.503646E-11,-7.432738E-11,-7.277889E-11,NMDG60/2,2.301574E+7,NaN
L04,T,-3.995096E-10,-7.432738E-11,-6.039100E-11,-5.264856E-11,-5.574553E-11,-6.503646E-11,-5.110007E-11,-5.264856E-11,NMDG60/2,7.592719E+8,4.492141E-12
M04,T,-2.098200E-9,-3.716369E-11,-1.316214E-10,-2.183367E-10,-2.988580E-10,-4.382218E-10,-5.373250E-10,-6.534615E-10,NMDG60/2,7.240974E+9,7.556839E-12
N04,T,-2.415640E-10,-9.290922E-12,-2.167882E-11,-2.787277E-11,-3.251823E-11,-2.167882E-11,-3.096974E-11,-3.716369E-11,NMDG60/2,1.238030E+9,1.477236E-11
O04,F,4.970643E-10,2.493064E-10,3.096974E-10,3.437641E-10,4.010581E-10,3.561520E-10,3.468611E-10,3.902187E-10,NMDG60/2,1.699919E+7,NaN
P04,F,2.477579E-11,2.322731E-11,2.322731E-11,2.942125E-11,1.703336E-11,1.548487E-11,2.167882E-11,2.477579E-11,NMDG60/2,NaN,NaN
A05,T,-1.982063E-10,-8.361830E-11,-1.083941E-10,-9.290922E-11,-1.192335E-10,-8.361830E-11,-1.099426E-10,-1.114911E-10,NMDG60/2,1.330257E+9,1.616120E-11
B05,T,-3.716369E-11,-3.561520E-11,-3.561520E-11,-2.013033E-11,-2.013033E-11,-2.477579E-11,-2.632428E-11,-1.238790E-11,NMDG60/2,8.700575E+8,7.694405E-12
C05,T,-2.152397E-10,-2.167882E-11,-2.787277E-11,-2.477579E-11,-3.561520E-11,-3.096974E-11,-4.490612E-11,-4.490612E-11,NMDG60/2,1.326692E+9,7.311925E-12
D05,T,-4.645461E-11,-2.787277E-11,-2.322731E-11,-2.167882E-11,-2.013033E-11,-2.167882E-11,-1.858184E-11,-2.167882E-11,NMDG60/2,1.536529E+9,6.908721E-12
E05,T,-5.651978E-10,-5.110007E-11,-4.180915E-11,-4.800310E-11,-4.955159E-11,-4.645461E-11,-6.348796E-11,-6.968191E-11,NMDG60/2,2.001547E+9,1.427982E-11
F05,T,-4.180915E-11,-7.897284E-11,-7.742435E-11,-8.052133E-11,-7.742435E-11,-7.432738E-11,-7.742435E-11,-6.968191E-11,NMDG60/2,1.588867E+8,2.317808E-12
G05,T,-1.226402E-9,-4.800310E-11,-6.039100E-11,-8.826376E-11,-1.068456E-10,-1.409123E-10,-1.594942E-10,-1.827215E-10,NMDG60/2,7.542233E+9,1.107887E-11
H05,T,-3.437641E-10,-2.322731E-11,-2.787277E-11,-2.322731E-11,-5.729402E-11,-2.787277E-11,-6.039100E-11,-6.039100E-11,NMDG60/2,5.768094E+9,1.808113E-11
I05,T,-2.322731E-11,-1.238790E-11,-8.361830E-11,-7.742435E-11,-7.123040E-11,-6.039100E-11,-6.658495E-11,-5.264856E-11,NMDG60/2,1.909961E+8,NaN
J05,T,7.742435E-11,3.871218E-11,2.013033E-11,2.632428E-11,1.703336E-11,3.871218E-11,1.083941E-11,1.858184E-11,NMDG60/2,4.695965E+8,4.234123E-12
K05,T,-8.826376E-11,-1.176850E-10,-1.207820E-10,-1.145880E-10,-1.223305E-10,-1.114911E-10,-1.161365E-10,-1.130395E-10,NMDG60/2,2.821740E+8,4.059383E-12
L05,T,-2.167882E-11,-7.123040E-11,-5.419705E-11,-4.800310E-11,-4.800310E-11,-4.800310E-11,-4.180915E-11,-3.561520E-11,NMDG60/2,1.119349E+9,4.020057E-12
M05,T,-3.964127E-10,-2.338215E-10,-1.502032E-10,-1.920124E-10,-1.858184E-10,-1.579457E-10,-1.765275E-10,-2.229821E-10,NMDG60/2,6.994719E+8,2.104803E-11
N05,T,-9.910317E-11,-6.658495E-11,-8.981225E-11,-8.671527E-11,-8.361830E-11,-7.897284E-11,-9.600620E-11,-7.277889E-11,NMDG60/2,1.155429E+9,1.470052E-11
O05,F,1.548487E-11,-2.322731E-11,-1.858184E-11,-2.013033E-11,-3.096974E-11,-3.716369E-11,-5.419705E-11,-3.096974E-11,NMDG60/2,4.081934E+8,1.021095E-11
P05,F,6.348796E-11,-2.942125E-11,-2.632428E-11,-3.251823E-11,-3.096974E-11,7.277889E-11,1.362669E-10,5.110007E-11,NMDG60/2,9.913123E+7,1.803845E-11
A06,T,-4.180915E-10,-6.193948E-11,-1.022001E-10,-1.161365E-10,-1.316214E-10,-1.362669E-10,-1.687851E-10,-1.703336E-10,NMDG60/2,7.787546E+8,1.475808E-11
B06,T,-4.444158E-10,-4.490612E-11,-5.264856E-11,-4.645461E-11,-8.052133E-11,-4.490612E-11,-7.277889E-11,-6.968191E-11,NMDG60/2,8.099768E+8,1.530042E-11
C06,T,-1.440093E-10,-7.742435E-12,-2.167882E-11,-9.290922E-12,-1.238790E-11,-1.548487E-11,-1.548487E-11,-1.238790E-11,NMDG60/2,6.325728E+8,2.709787E-12
D06,T,-8.671527E-11,-8.516679E-11,-1.099426E-10,-1.161365E-10,-1.207820E-10,-1.083941E-10,-1.145880E-10,-1.114911E-10,NMDG60/2,2.916987E+8,NaN
E06,F,-4.459643E-10,-3.561520E-11,-9.290922E-11,-1.130395E-10,-1.378153E-10,-1.765275E-10,-1.858184E-10,-2.183367E-10,NMDG60/2,1.091071E+9,1.808170E-11
F06,F,-3.716369E-11,-6.968191E-11,-6.813343E-11,-6.968191E-11,-6.658495E-11,-5.884251E-11,-6.193948E-11,-4.955159E-11,NMDG60/2,2.091266E+8,4.622687E-12
G06,T,-1.362669E-10,-8.052133E-11,-9.600620E-11,-7.123040E-11,-7.432738E-11,-6.348796E-11,-6.968191E-11,-4.800310E-11,NMDG60/2,2.297140E+8,1.041258E-11
H06,T,-6.348796E-11,-4.335764E-11,-3.871218E-11,-3.561520E-11,-3.871218E-11,-3.096974E-11,-3.406671E-11,-3.096974E-11,NMDG60/2,4.332320E+8,8.208474E-12
I06,T,-9.600620E-11,-2.167882E-11,-5.574553E-11,-6.193948E-11,-8.361830E-11,-6.193948E-11,-7.432738E-11,-6.348796E-11,NMDG60/2,4.243457E+8,8.107607E-12
J06,T,-7.665011E-10,-2.632428E-11,-8.516679E-11,-1.052971E-10,-1.331699E-10,-1.579457E-10,-1.811730E-10,-1.982063E-10,NMDG60/2,6.752978E+8,1.752601E-11
K06,T,-1.811730E-10,-5.574553E-11,-6.503646E-11,-6.658495E-11,-7.742435E-11,-7.742435E-11,-7.897284E-11,-8.052133E-11,NMDG60/2,6.886809E+8,1.182916E-11
L06,T,-1.373508E-9,-2.167882E-11,-9.600620E-11,-1.641396E-10,-2.260791E-10,-3.251823E-10,-3.979612E-10,-4.490612E-10,NMDG60/2,8.592124E+8,1.501259E-11
M06,T,-2.074973E-10,-1.858184E-11,-9.290922E-12,4.490612E-11,1.858184E-11,3.096974E-11,-7.742435E-12,3.406671E-11,NMDG60/2,4.994814E+8,1.260062E-11
N06,T,-1.765275E-10,-8.981225E-11,-8.206981E-11,-7.742435E-11,-8.361830E-11,-7.587586E-11,-8.516679E-11,-8.671527E-11,NMDG60/2,7.877280E+8,7.384184E-12
O06,F,7.742435E-11,9.290922E-11,3.871218E-11,2.477579E-11,2.477579E-11,5.574553E-11,3.406671E-11,4.335764E-11,NMDG60/2,2.628207E+8,1.376128E-11
P06,T,-2.709852E-10,-7.587586E-11,-7.587586E-11,-8.052133E-11,-6.658495E-11,-6.503646E-11,-7.277889E-11,-7.277889E-11,NMDG60/2,4.224479E+8,1.239986E-11
A07,T,-2.678883E-10,-4.645461E-11,-4.026066E-11,-3.871218E-11,-4.955159E-11,-6.658495E-11,-6.503646E-11,-6.813343E-11,NMDG60/2,1.405781E+9,2.303572E-11
B07,T,-1.703336E-11,-3.251823E-11,-1.238790E-11,-1.083941E-11,-2.632428E-11,0.000000E+0,-2.322731E-11,-2.322731E-11,NMDG60/2,9.125128E+8,4.734560E-12
C07,T,2.013033E-11,1.858184E-11,2.787277E-11,2.167882E-11,2.787277E-11,3.251823E-11,3.096974E-11,3.561520E-11,NMDG60/2,7.217037E+8,4.383301E-12
D07,T,-4.691916E-10,-4.026066E-11,-3.716369E-11,-3.871218E-11,-6.039100E-11,-4.180915E-11,-4.955159E-11,-5.264856E-11,NMDG60/2,3.625659E+9,9.964682E-12
E07,T,-1.022001E-10,-3.561520E-11,-5.110007E-11,-3.716369E-11,-4.800310E-11,-3.251823E-11,-3.871218E-11,-3.871218E-11,NMDG60/2,2.918874E+9,1.064361E-11
F07,F,-2.493064E-10,-8.098587E-10,-7.200465E-10,-6.503645E-10,-6.116524E-10,-5.930705E-10,-5.450674E-10,-5.140977E-10,NMDG60/2,8.987051E+7,NaN
G07,F,-7.742435E-12,4.026066E-11,5.264856E-11,4.955159E-11,5.574553E-11,5.884251E-11,6.039100E-11,5.264856E-11,NMDG60/2,6.044409E+7,NaN
H07,T,-9.910317E-11,-1.052971E-10,-9.755469E-11,-8.826376E-11,-8.206981E-11,-6.503646E-11,-6.348796E-11,-6.503646E-11,NMDG60/2,6.375056E+8,8.527039E-12
I07,T,1.858184E-11,-7.123040E-11,-6.193948E-11,-6.193948E-11,-4.490612E-11,-4.490612E-11,-4.335764E-11,-3.716369E-11,NMDG60/2,1.486111E+8,NaN
J07,T,-1.548487E-11,-4.645461E-12,-1.703336E-11,-2.167882E-11,-2.322731E-11,-1.393638E-11,-1.083941E-11,-7.742435E-12,NMDG60/2,1.595575E+9,1.157459E-11
K07,T,-6.643009E-10,-4.800310E-11,-6.968191E-11,-6.039100E-11,-6.658495E-11,-6.503646E-11,-7.432738E-11,-6.813343E-11,NMDG60/2,1.914539E+9,1.475408E-11
L07,T,5.729402E-11,-1.393638E-10,-1.347184E-10,-1.579457E-10,-1.424608E-10,-1.238790E-10,-1.130395E-10,-1.037486E-10,NMDG60/2,5.361927E+7,NaN
M07,T,-5.264856E-11,7.742435E-12,6.193948E-12,1.548487E-12,4.645461E-12,1.238790E-11,1.238790E-11,7.742435E-12,NMDG60/2,2.599960E+9,4.251080E-12
N07,T,-7.726950E-10,-1.486548E-10,-1.641396E-10,-1.780760E-10,-2.028518E-10,-2.245306E-10,-2.415640E-10,-2.678883E-10,NMDG60/2,5.550354E+8,1.362026E-11
O07,F,-1.754436E-9,-1.052971E-10,-1.424608E-10,-2.090458E-10,-2.849216E-10,-3.623460E-10,-4.397703E-10,-5.079037E-10,NMDG60/2,2.448883E+9,1.414220E-11
P07,T,5.233886E-10,4.939674E-10,4.707401E-10,4.753855E-10,4.784825E-10,4.846765E-10,4.862249E-10,4.862249E-10,NMDG60/2,6.249080E+6,NaN
A08,T,-6.348796E-11,-3.871218E-11,-3.871218E-11,-3.561520E-11,-3.251823E-11,-3.406671E-11,-2.787277E-11,-3.406671E-11,NMDG60/2,7.763130E+8,4.386581E-12
B08,T,-7.510162E-10,-7.742435E-11,-7.897284E-11,-7.897284E-11,-9.755469E-11,-9.290922E-11,-1.207820E-10,-1.424608E-10,NMDG60/2,9.996401E+8,1.009326E-11
C08,T,1.280599E-9,1.248081E-9,1.254274E-9,1.243435E-9,1.251177E-9,1.248081E-9,1.251177E-9,1.241887E-9,NMDG60/2,6.382014E+6,NaN
D08,F,-5.791341E-10,2.942125E-11,2.013033E-11,2.322731E-11,1.703336E-11,1.238790E-11,7.742435E-12,4.645461E-12,NMDG60/2,5.625058E+9,7.314621E-12
E08,F,-1.489645E-9,1.223305E-10,2.183367E-10,1.563972E-10,-1.083941E-11,-1.796245E-10,-2.044003E-10,-3.577005E-10,NMDG60/2,4.730861E+9,1.115192E-11
F08,F,2.880186E-10,7.974708E-10,5.729402E-10,5.543583E-10,5.233886E-10,5.791341E-10,5.590038E-10,5.311310E-10,NMDG60/2,NaN,1.254424E-11
G08,F,0.000000E+0,-3.871218E-11,-9.290922E-12,3.096974E-12,1.548487E-12,-4.645461E-12,-7.742435E-12,7.742435E-12,NMDG60/2,2.393122E+9,5.905117E-12
H08,T,2.787277E-10,2.524034E-10,2.493064E-10,2.493064E-10,2.508549E-10,2.555004E-10,2.477579E-10,2.524034E-10,NMDG60/2,6.109698E+6,NaN
I08,T,-1.006517E-10,-1.300729E-10,-9.600620E-11,-9.445771E-11,-8.826376E-11,-8.052133E-11,-8.981225E-11,-1.409123E-10,NMDG60/2,9.002330E+8,1.609938E-11
J08,T,1.548487E-12,-7.897284E-11,-7.432738E-11,-7.432738E-11,-6.968191E-11,-6.348796E-11,-5.419705E-11,-6.813343E-11,NMDG60/2,2.099304E+8,NaN
K08,T,-1.223305E-10,-1.316214E-10,-1.192335E-10,-7.897284E-11,-8.361830E-11,-6.503646E-11,-6.813343E-11,-6.813343E-11,NMDG60/2,5.132087E+8,1.414565E-11
L08,T,8.516679E-11,-2.167882E-10,-1.796245E-10,-1.393638E-10,-1.393638E-10,-9.600620E-11,-8.981225E-11,-7.897284E-11,NMDG60/2,8.608288E+7,1.873324E-11
M08,T,-5.140977E-10,-8.206981E-11,-7.432738E-11,-8.052133E-11,-6.503646E-11,-7.432738E-11,-8.206981E-11,-8.671527E-11,NMDG60/2,1.105324E+9,1.633841E-11
N08,T,-5.264856E-11,-5.574553E-11,-4.645461E-11,-2.787277E-11,-8.206981E-11,-4.335764E-11,-7.277889E-11,-8.052133E-11,NMDG60/2,4.284297E+8,8.881933E-12
O08,F,-3.871218E-11,-3.716369E-11,-3.871218E-11,-3.406671E-11,-4.180915E-11,-3.871218E-11,-3.871218E-11,-3.406671E-11,NMDG60/2,1.052912E+8,NaN
P08,F,-2.787277E-11,-1.331699E-10,-1.393638E-10,-1.517517E-10,-1.393638E-10,-1.238790E-10,-1.207820E-10,-1.083941E-10,NMDG60/2,2.530634E+8,NaN
A09,T,-4.026066E-11,-8.361830E-11,-6.658495E-11,-6.039100E-11,-5.110007E-11,-6.193948E-11,-5.729402E-11,-5.574553E-11,NMDG60/2,5.319670E+8,1.000770E-11
B09,T,3.995096E-10,-5.110007E-11,-1.130395E-10,-2.942125E-11,-1.393638E-11,6.503646E-11,7.277889E-11,1.052971E-10,NMDG60/2,4.137015E+7,7.607102E-11
C09,T,1.393638E-11,-8.671527E-11,-8.361830E-11,-7.432738E-11,-7.742435E-11,-6.813343E-11,-6.968191E-11,-6.658495E-11,NMDG60/2,2.883029E+8,2.368051E-12
D09,T,-5.729402E-11,-1.006517E-10,-7.277889E-11,-6.813343E-11,-6.348796E-11,-5.729402E-11,-5.729402E-11,-4.955159E-11,NMDG60/2,7.763130E+8,2.552311E-11
E09,T,-4.645461E-11,-9.445771E-11,-9.755469E-11,-9.600620E-11,-8.052133E-11,-7.897284E-11,-7.742435E-11,-7.432738E-11,NMDG60/2,3.966339E+9,1.224088E-11
F09,T,-2.942125E-11,-3.406671E-11,-4.180915E-11,-3.096974E-11,-3.871218E-11,-2.787277E-11,-3.406671E-11,-3.561520E-11,NMDG60/2,7.319283E+9,1.444079E-11
G09,F,-3.096974E-11,-3.561520E-11,-4.645461E-11,-4.490612E-11,-5.110007E-11,-3.871218E-11,-4.490612E-11,-3.716369E-11,NMDG60/2,9.225324E+8,1.272257E-11
H09,T,-1.393638E-11,-2.632428E-11,-3.406671E-11,-2.477579E-11,-1.858184E-11,-2.013033E-11,-1.858184E-11,-1.083941E-11,NMDG60/2,1.632786E+9,1.206641E-11
I09,T,-1.083941E-11,-1.796245E-10,-8.981225E-11,-5.884251E-11,-5.110007E-11,-4.645461E-11,-3.406671E-11,2.477579E-11,NMDG60/2,8.024861E+8,1.232763E-11
J09,T,-1.083941E-11,-4.026066E-11,-3.406671E-11,-2.632428E-11,-2.322731E-11,-1.703336E-11,-2.477579E-11,-1.393638E-11,NMDG60/2,6.539031E+9,1.771564E-11
